longitude,latitude,comuna
-70.791272,-33.6592639,San Bernardo
-70.7884641,-33.657639,San Bernardo
-70.7860609,-33.6558529,San Bernardo
-70.7846876,-33.6543526,San Bernardo
-70.7829291,-33.6526083,San Bernardo
-70.7825966,-33.6530103,San Bernardo
-70.7613535,-33.6610834,San Bernardo
-70.7572979,-33.6626817,San Bernardo
-70.7543798,-33.6626818,San Bernardo
-70.7530922,-33.6628335,San Bernardo
-70.7511395,-33.6634229,San Bernardo
-70.7489539,-33.6641091,San Bernardo
-70.7456399,-33.6639214,San Bernardo
-70.7448637,-33.6637386,San Bernardo
-70.7433669,-33.6633863,San Bernardo
-70.7419889,-33.6631965,San Bernardo
-70.7379324,-33.6563681,San Bernardo
-70.7364626,-33.650599,San Bernardo
-70.7355184,-33.6464458,San Bernardo
-70.7363644,-33.6461369,San Bernardo
-70.737935,-33.6453187,San Bernardo
-70.7387589,-33.6434252,San Bernardo
-70.7401751,-33.641403,San Bernardo
-70.7415184,-33.6384268,San Bernardo
-70.7430633,-33.6364939,San Bernardo
-70.7431148,-33.6355363,San Bernardo
-70.7442221,-33.6339819,San Bernardo
-70.746355,-33.6323777,San Bernardo
-70.7467774,-33.6318719,San Bernardo
-70.7479557,-33.6302623,San Bernardo
-70.748741,-33.628976,San Bernardo
-70.7504791,-33.6282363,San Bernardo
-70.7529081,-33.6268319,San Bernardo
-70.7544874,-33.6237302,San Bernardo
-70.7555946,-33.6221435,San Bernardo
-70.7570537,-33.6212894,San Bernardo
-70.7568134,-33.6207319,San Bernardo
-70.7541441,-33.6202352,San Bernardo
-70.749256,-33.619231,San Bernardo
-70.7468785,-33.6179587,San Bernardo
-70.7462282,-33.6165299,San Bernardo
-70.7470006,-33.6153149,San Bernardo
-70.747387,-33.6141711,San Bernardo
-70.7482023,-33.6125629,San Bernardo
-70.7490606,-33.6115265,San Bernardo
-70.7505627,-33.6096321,San Bernardo
-70.7509918,-33.6075949,San Bernardo
-70.7521935,-33.6060222,San Bernardo
-70.7533951,-33.6037704,San Bernardo
-70.7536954,-33.6023407,San Bernardo
-70.7525796,-33.6008037,San Bernardo
-70.7516785,-33.6000172,San Bernardo
-70.7501334,-33.5993382,San Bernardo
-70.7488032,-33.5986231,San Bernardo
-70.747301,-33.5978726,San Bernardo
-70.7460566,-33.5974078,San Bernardo
-70.7448979,-33.5962282,San Bernardo
-70.7439967,-33.5953345,San Bernardo
-70.74355,-33.5948767,San Bernardo
-70.7428808,-33.5941907,San Bernardo
-70.7444686,-33.5925463,San Bernardo
-70.7453615,-33.5912036,San Bernardo
-70.7460995,-33.589579,San Bernardo
-70.7475738,-33.5879981,San Bernardo
-70.7490453,-33.5868447,San Bernardo
-70.749933,-33.5864225,San Bernardo
-70.7503729,-33.5857737,San Bernardo
-70.7508107,-33.5845115,San Bernardo
-70.7513417,-33.5837555,San Bernardo
-70.7526989,-33.582615,San Bernardo
-70.7530928,-33.5820643,San Bernardo
-70.7530541,-33.5811625,San Bernardo
-70.7529274,-33.5801963,San Bernardo
-70.7527965,-33.5794133,San Bernardo
-70.7529597,-33.5790387,San Bernardo
-70.7534939,-33.5785642,San Bernardo
-70.7545294,-33.5778097,San Bernardo
-70.7552449,-33.5771331,San Bernardo
-70.7558532,-33.5763814,San Bernardo
-70.7563381,-33.5757396,San Bernardo
-70.7571407,-33.5750951,San Bernardo
-70.75772,-33.574607,San Bernardo
-70.7584131,-33.5742655,San Bernardo
-70.7592306,-33.5741029,San Bernardo
-70.7607176,-33.5740841,San Bernardo
-70.7615888,-33.5740573,San Bernardo
-70.7621821,-33.5743299,San Bernardo
-70.762852,-33.5745847,San Bernardo
-70.7632098,-33.574544,San Bernardo
-70.7635537,-33.5742276,San Bernardo
-70.7649377,-33.5728259,San Bernardo
-70.766263,-33.5723119,San Bernardo
-70.7672776,-33.5718633,San Bernardo
-70.763446,-33.5665231,San Bernardo
-70.7490769,-33.5503335,San Bernardo
-70.7312327,-33.5299437,San Bernardo
-70.7311125,-33.5297939,San Bernardo
-70.7263406,-33.5239176,San Bernardo
-70.7074837,-33.5310651,San Bernardo
-70.7062649,-33.531527,San Bernardo
-70.7049554,-33.5319787,San Bernardo
-70.7026056,-33.5327899,San Bernardo
-70.7016,-33.533161,San Bernardo
-70.6996733,-33.5338633,San Bernardo
-70.6983886,-33.5343287,San Bernardo
-70.6947671,-33.5356809,San Bernardo
-70.6906992,-33.537133,San Bernardo
-70.685392,-33.5390972,San Bernardo
-70.686275,-33.5407455,San Bernardo
-70.6861891,-33.5409458,San Bernardo
-70.6861891,-33.5410961,San Bernardo
-70.6871567,-33.5432263,San Bernardo
-70.6887607,-33.5467315,San Bernardo
-70.6903217,-33.5501606,San Bernardo
-70.6916575,-33.5531336,San Bernardo
-70.6920391,-33.5539731,San Bernardo
-70.6930844,-33.5561423,San Bernardo
-70.6954482,-33.5559001,San Bernardo
-70.697124,-33.5637209,San Bernardo
-70.6967377,-33.5638854,San Bernardo
-70.6967292,-33.5639426,San Bernardo
-70.6980826,-33.5669079,San Bernardo
-70.6981999,-33.5671685,San Bernardo
-70.6983298,-33.567457,San Bernardo
-70.698832,-33.5685984,San Bernardo
-70.7000711,-33.5713361,San Bernardo
-70.7008064,-33.5729606,San Bernardo
-70.7006736,-33.572973,San Bernardo
-70.6986888,-33.5737361,San Bernardo
-70.6970138,-33.5743887,San Bernardo
-70.676667,-33.5824777,San Bernardo
-70.6631787,-33.5852035,San Bernardo
-70.6649278,-33.5906435,San Bernardo
-70.6653751,-33.592026,San Bernardo
-70.6661087,-33.5943554,San Bernardo
-70.6666288,-33.5959374,San Bernardo
-70.667759,-33.5992398,San Bernardo
-70.6686835,-33.6019624,San Bernardo
-70.6693546,-33.6038611,San Bernardo
-70.6700968,-33.6061724,San Bernardo
-70.6705718,-33.6075074,San Bernardo
-70.6431413,-33.609908,San Bernardo
-70.6431753,-33.6101581,San Bernardo
-70.6432126,-33.6106569,San Bernardo
-70.6433811,-33.612049,San Bernardo
-70.6434925,-33.612921,San Bernardo
-70.6436679,-33.6141441,San Bernardo
-70.6438726,-33.6157448,San Bernardo
-70.6440576,-33.617256,San Bernardo
-70.6442585,-33.6188817,San Bernardo
-70.6443488,-33.6196289,San Bernardo
-70.6422197,-33.6198299,San Bernardo
-70.6423915,-33.6212433,San Bernardo
-70.6426253,-33.6231264,San Bernardo
-70.6428911,-33.6247075,San Bernardo
-70.6431531,-33.6266908,San Bernardo
-70.6431986,-33.627174,San Bernardo
-70.6413624,-33.6272939,San Bernardo
-70.6390427,-33.6273759,San Bernardo
-70.6369169,-33.6274583,San Bernardo
-70.6349395,-33.6275313,San Bernardo
-70.6324653,-33.6276263,San Bernardo
-70.630544,-33.6277039,San Bernardo
-70.6285876,-33.6277927,San Bernardo
-70.6295372,-33.6318932,San Bernardo
-70.6298486,-33.6334807,San Bernardo
-70.6302185,-33.6342093,San Bernardo
-70.6300923,-33.6352116,San Bernardo
-70.6302023,-33.6355778,San Bernardo
-70.6313258,-33.643047,San Bernardo
-70.6336032,-33.6442437,San Bernardo
-70.6355138,-33.6448498,San Bernardo
-70.6393762,-33.646136,San Bernardo
-70.6504913,-33.6482081,San Bernardo
-70.6539245,-33.6493155,San Bernardo
-70.656714,-33.6508874,San Bernardo
-70.6594177,-33.6530665,San Bernardo
-70.6609197,-33.6539953,San Bernardo
-70.6653829,-33.6561029,San Bernardo
-70.6715198,-33.6589249,San Bernardo
-70.6757255,-33.6603537,San Bernardo
-70.6799741,-33.6613182,San Bernardo
-70.6838365,-33.6616754,San Bernardo
-70.6879135,-33.6616396,San Bernardo
-70.6939645,-33.661854,San Bernardo
-70.6982561,-33.6620326,San Bernardo
-70.7031913,-33.6631756,San Bernardo
-70.7056804,-33.6641757,San Bernardo
-70.7089849,-33.6662116,San Bernardo
-70.7108303,-33.6679975,San Bernardo
-70.7123323,-33.6700333,San Bernardo
-70.7135769,-33.6728548,San Bernardo
-70.7143922,-33.6754977,San Bernardo
-70.7149501,-33.6784976,San Bernardo
-70.7162805,-33.6819617,San Bernardo
-70.7186409,-33.686354,San Bernardo
-70.7209154,-33.6888893,San Bernardo
-70.724649,-33.6913175,San Bernardo
-70.729713,-33.6940312,San Bernardo
-70.736322,-33.6961021,San Bernardo
-70.7414718,-33.6974946,San Bernardo
-70.7477375,-33.6997082,San Bernardo
-70.7523723,-33.7014934,San Bernardo
-70.7609554,-33.703707,San Bernardo
-70.7681223,-33.7078483,San Bernardo
-70.7719133,-33.7119845,San Bernardo
-70.7743852,-33.7135821,San Bernardo
-70.7765374,-33.7159059,San Bernardo
-70.7785673,-33.7163503,San Bernardo
-70.780256,-33.7170305,San Bernardo
-70.7810006,-33.7181173,San Bernardo
-70.7816872,-33.7182994,San Bernardo
-70.7830004,-33.7200645,San Bernardo
-70.7850303,-33.7213282,San Bernardo
-70.7867598,-33.7227721,San Bernardo
-70.7881138,-33.7243425,San Bernardo
-70.7910042,-33.7274478,San Bernardo
-70.7920964,-33.7280332,San Bernardo
-70.7928817,-33.7288916,San Bernardo
-70.7938709,-33.7295,San Bernardo
-70.7953944,-33.7305868,San Bernardo
-70.7963342,-33.7309973,San Bernardo
-70.7976174,-33.7309348,San Bernardo
-70.7988791,-33.7310258,San Bernardo
-70.8002009,-33.7318039,San Bernardo
-70.8010185,-33.7325534,San Bernardo
-70.8019261,-33.7333475,San Bernardo
-70.8030591,-33.7335045,San Bernardo
-70.8046705,-33.733187,San Bernardo
-70.8060524,-33.7335938,San Bernardo
-70.8076896,-33.7342808,San Bernardo
-70.8088484,-33.735173,San Bernardo
-70.810404,-33.7365131,San Bernardo
-70.8115606,-33.737962,San Bernardo
-70.8121722,-33.7395501,San Bernardo
-70.8124532,-33.7408313,San Bernardo
-70.8124168,-33.7427013,San Bernardo
-70.8123438,-33.7445212,San Bernardo
-70.812155,-33.7452813,San Bernardo
-70.8124468,-33.7470887,San Bernardo
-70.813627,-33.7491137,San Bernardo
-70.8137901,-33.7501717,San Bernardo
-70.8143716,-33.7509817,San Bernardo
-70.8164358,-33.7514545,San Bernardo
-70.8179979,-33.7528818,San Bernardo
-70.8209956,-33.7540753,San Bernardo
-70.8249245,-33.7513528,San Bernardo
-70.8260489,-33.7488354,San Bernardo
-70.8259223,-33.7457898,San Bernardo
-70.8253988,-33.7429849,San Bernardo
-70.8245131,-33.7409717,San Bernardo
-70.8212516,-33.739687,San Bernardo
-70.8203932,-33.7361182,San Bernardo
-70.8212317,-33.7340934,San Bernardo
-70.8210901,-33.7308045,San Bernardo
-70.8213175,-33.7273639,San Bernardo
-70.8217664,-33.7256966,San Bernardo
-70.8229224,-33.7242944,San Bernardo
-70.8235383,-33.7219511,San Bernardo
-70.8243414,-33.7208422,San Bernardo
-70.7263349,-33.5239766,Cerrillos
-70.7235637,-33.5250106,Cerrillos
-70.7219689,-33.5256035,Cerrillos
-70.7189782,-33.5267288,Cerrillos
-70.7168949,-33.5275081,Cerrillos
-70.7155781,-33.5279989,Cerrillos
-70.7139249,-33.5286115,Cerrillos
-70.7124399,-33.5291586,Cerrillos
-70.7104255,-33.5299115,Cerrillos
-70.7086937,-33.530554,Cerrillos
-70.7074823,-33.531018,Cerrillos
-70.7062649,-33.531527,Cerrillos
-70.7059962,-33.5297121,Cerrillos
-70.7056252,-33.5248626,Cerrillos
-70.7054711,-33.5242178,Cerrillos
-70.7053289,-33.523755,Cerrillos
-70.7052002,-33.5234196,Cerrillos
-70.7040817,-33.5207698,Cerrillos
-70.7038671,-33.5201929,Cerrillos
-70.7024186,-33.5169258,Cerrillos
-70.7003668,-33.5126724,Cerrillos
-70.6979153,-33.5076495,Cerrillos
-70.695172,-33.5020237,Cerrillos
-70.6931651,-33.4979539,Cerrillos
-70.6910779,-33.4935838,Cerrillos
-70.6894138,-33.4893583,Cerrillos
-70.6891059,-33.4885718,Cerrillos
-70.6887942,-33.487867,Cerrillos
-70.6879616,-33.4861746,Cerrillos
-70.6874144,-33.484904,Cerrillos
-70.6861508,-33.4817471,Cerrillos
-70.685404,-33.4797426,Cerrillos
-70.6853182,-33.4794777,Cerrillos
-70.6853096,-33.4792271,Cerrillos
-70.6853134,-33.4787409,Cerrillos
-70.6855966,-33.4774093,Cerrillos
-70.6857426,-33.4770371,Cerrillos
-70.6859276,-33.4766785,Cerrillos
-70.6861851,-33.476342,Cerrillos
-70.6867783,-33.4763602,Cerrillos
-70.6876795,-33.4766179,Cerrillos
-70.6887266,-33.4769973,Cerrillos
-70.6892579,-33.4770611,Cerrillos
-70.6900385,-33.4770096,Cerrillos
-70.6903231,-33.4770117,Cerrillos
-70.6907007,-33.4771119,Cerrillos
-70.6910097,-33.4773195,Cerrillos
-70.6913617,-33.4775558,Cerrillos
-70.6916192,-33.4777277,Cerrillos
-70.6919969,-33.4778922,Cerrillos
-70.6937478,-33.478236,Cerrillos
-70.6955852,-33.4786479,Cerrillos
-70.6968635,-33.4788731,Cerrillos
-70.6978597,-33.4791061,Cerrillos
-70.6985035,-33.4794139,Cerrillos
-70.6992238,-33.47941,Cerrillos
-70.6998504,-33.4795461,Cerrillos
-70.7006407,-33.4797361,Cerrillos
-70.7023144,-33.4800153,Cerrillos
-70.7035246,-33.4803088,Cerrillos
-70.7056618,-33.4807168,Cerrillos
-70.7061373,-33.4807973,Cerrillos
-70.7068033,-33.4809101,Cerrillos
-70.7075758,-33.4809817,Cerrillos
-70.7083311,-33.4809173,Cerrillos
-70.7091207,-33.4808242,Cerrillos
-70.7098245,-33.4808815,Cerrillos
-70.7107344,-33.4811535,Cerrillos
-70.7112617,-33.4812248,Cerrillos
-70.7124767,-33.48149,Cerrillos
-70.7218857,-33.4731685,Cerrillos
-70.7220999,-33.4733028,Cerrillos
-70.7222749,-33.4735969,Cerrillos
-70.7223825,-33.4739014,Cerrillos
-70.7224003,-33.4740189,Cerrillos
-70.7224327,-33.4742329,Cerrillos
-70.7229669,-33.4770741,Cerrillos
-70.723499,-33.4800594,Cerrillos
-70.7236965,-33.4804713,Cerrillos
-70.7241257,-33.4809902,Cerrillos
-70.7243402,-33.4813552,Cerrillos
-70.7244775,-33.4822142,Cerrillos
-70.7250009,-33.4821838,Cerrillos
-70.726503,-33.4818974,Cerrillos
-70.7269064,-33.4820119,Cerrillos
-70.7271295,-33.4823699,Cerrillos
-70.7275329,-33.482692,Cerrillos
-70.7281252,-33.4827421,Cerrillos
-70.7286401,-33.4827278,Cerrillos
-70.7291895,-33.4826348,Cerrillos
-70.7299877,-33.4824415,Cerrillos
-70.7312727,-33.4824436,Cerrillos
-70.7314172,-33.4932229,Cerrillos
-70.7311596,-33.4944111,Cerrillos
-70.7322021,-33.4952833,Cerrillos
-70.7329403,-33.4959919,Cerrillos
-70.7335153,-33.4967005,Cerrillos
-70.7340389,-33.4974521,Cerrillos
-70.7344251,-33.4981535,Cerrillos
-70.7348285,-33.4989981,Cerrillos
-70.7366138,-33.5028988,Cerrillos
-70.7382446,-33.5064701,Cerrillos
-70.7398716,-33.5100964,Cerrillos
-70.7396571,-33.510089,Cerrillos
-70.7390744,-33.5101063,Cerrillos
-70.738342,-33.5100888,Cerrillos
-70.7372106,-33.5100557,Cerrillos
-70.7371382,-33.5101056,Cerrillos
-70.7304478,-33.5099851,Cerrillos
-70.7290798,-33.5099533,Cerrillos
-70.728994,-33.5099511,Cerrillos
-70.7287924,-33.5099449,Cerrillos
-70.7270337,-33.5098886,Cerrillos
-70.7230753,-33.5098529,Cerrillos
-70.7215841,-33.5111813,Cerrillos
-70.7203502,-33.5123353,Cerrillos
-70.7182956,-33.5139141,Cerrillos
-70.7194544,-33.5153409,Cerrillos
-70.7211817,-33.5175191,Cerrillos
-70.7213722,-33.5177672,Cerrillos
-70.7227401,-33.5194801,Cerrillos
-70.7241053,-33.5211684,Cerrillos
-70.7255757,-33.5229955,Cerrillos
-70.7263349,-33.5239766,Cerrillos
-70.9208832,-33.5112623,Maipu
-70.9197674,-33.5112623,Maipu
-70.9182225,-33.510332,Maipu
-70.9168492,-33.5101889,Maipu
-70.9139309,-33.5101889,Maipu
-70.9121285,-33.5096879,Maipu
-70.9106694,-33.5089722,Maipu
-70.9096394,-33.5089722,Maipu
-70.9082661,-33.5096163,Maipu
-70.9066353,-33.5105467,Maipu
-70.9050904,-33.5108329,Maipu
-70.9038887,-33.5107614,Maipu
-70.902258,-33.511978,Maipu
-70.9000264,-33.5143395,Maipu
-70.8987389,-33.5164863,Maipu
-70.8976231,-33.5179175,Maipu
-70.8941899,-33.5193486,Maipu
-70.8923874,-33.5205651,Maipu
-70.8913575,-33.5219962,Maipu
-70.8897267,-33.5234988,Maipu
-70.8889542,-33.5251446,Maipu
-70.8879242,-33.5269333,Maipu
-70.8867226,-33.527935,Maipu
-70.8846627,-33.5280781,Maipu
-70.8831177,-33.527935,Maipu
-70.8815728,-33.528579,Maipu
-70.8777962,-33.5302962,Maipu
-70.8762513,-33.5310832,Maipu
-70.8744488,-33.5318702,Maipu
-70.8729039,-33.5322995,Maipu
-70.8711014,-33.532371,Maipu
-70.8697281,-33.5317271,Maipu
-70.8683548,-33.5309401,Maipu
-70.8665524,-33.5307254,Maipu
-70.8633767,-33.5305108,Maipu
-70.8610592,-33.5305824,Maipu
-70.8583985,-33.5308685,Maipu
-70.8566819,-33.5317271,Maipu
-70.8558236,-33.5330865,Maipu
-70.8540211,-33.5344458,Maipu
-70.8521328,-33.5362344,Maipu
-70.8514462,-33.5373076,Maipu
-70.8491007,-33.5361736,Maipu
-70.8467833,-33.5356656,Maipu
-70.845543,-33.5348107,Maipu
-70.8436356,-33.533945,Maipu
-70.8417473,-33.5333727,Maipu
-70.8383944,-33.5341382,Maipu
-70.8354817,-33.5341597,Maipu
-70.8337424,-33.5348752,Maipu
-70.8318768,-33.5350182,Maipu
-70.8274136,-33.5360914,Maipu
-70.8233547,-33.537388,Maipu
-70.8202897,-33.5375937,Maipu
-70.8200463,-33.537617,Maipu
-70.8183315,-33.5377815,Maipu
-70.8167941,-33.5356477,Maipu
-70.8155978,-33.5343027,Maipu
-70.8141098,-33.533158,Maipu
-70.8130799,-33.5316556,Maipu
-70.8117924,-33.5305108,Maipu
-70.810007,-33.5297228,Maipu
-70.8079492,-33.5283661,Maipu
-70.8070663,-33.529247,Maipu
-70.8046877,-33.5301477,Maipu
-70.804162,-33.5315679,Maipu
-70.8044408,-33.5323955,Maipu
-70.8052081,-33.5336561,Maipu
-70.8053164,-33.5359482,Maipu
-70.8086038,-33.5383458,Maipu
-70.8129318,-33.5407576,Maipu
-70.8141591,-33.5417707,Maipu
-70.815938,-33.5437148,Maipu
-70.8123234,-33.5460978,Maipu
-70.804692,-33.5509451,Maipu
-70.7984499,-33.5554182,Maipu
-70.7979483,-33.5555997,Maipu
-70.7869123,-33.5651901,Maipu
-70.7837342,-33.5676685,Maipu
-70.7784322,-33.5690648,Maipu
-70.772157,-33.5706438,Maipu
-70.7720261,-33.5706708,Maipu
-70.7701805,-33.5711804,Maipu
-70.7692141,-33.571407,Maipu
-70.7690363,-33.5710057,Maipu
-70.7679515,-33.5712011,Maipu
-70.7670949,-33.5713665,Maipu
-70.7673487,-33.5718318,Maipu
-70.7672776,-33.5718633,Maipu
-70.763446,-33.5665231,Maipu
-70.7490769,-33.5503335,Maipu
-70.7312327,-33.5299437,Maipu
-70.7311125,-33.5297939,Maipu
-70.7263406,-33.5239176,Maipu
-70.7241053,-33.5211684,Maipu
-70.7227401,-33.5194801,Maipu
-70.7213722,-33.5177672,Maipu
-70.7211817,-33.5175191,Maipu
-70.7194544,-33.5153409,Maipu
-70.7182956,-33.5139141,Maipu
-70.7203502,-33.5123353,Maipu
-70.7215841,-33.5111813,Maipu
-70.7230753,-33.5098529,Maipu
-70.7270146,-33.5098906,Maipu
-70.728994,-33.5099511,Maipu
-70.7290798,-33.5099533,Maipu
-70.7304226,-33.5099879,Maipu
-70.7371382,-33.5101056,Maipu
-70.7372106,-33.5100557,Maipu
-70.738342,-33.5100888,Maipu
-70.7390744,-33.5101063,Maipu
-70.7396598,-33.5100709,Maipu
-70.7398486,-33.5100751,Maipu
-70.7382446,-33.5064701,Maipu
-70.7366138,-33.5028988,Maipu
-70.7348285,-33.4989981,Maipu
-70.7344251,-33.4981535,Maipu
-70.7340389,-33.4974521,Maipu
-70.7335153,-33.4967005,Maipu
-70.7329403,-33.4959919,Maipu
-70.7322021,-33.4952833,Maipu
-70.7311596,-33.4944111,Maipu
-70.7314172,-33.4932229,Maipu
-70.7312727,-33.4824436,Maipu
-70.7299877,-33.4824415,Maipu
-70.7291895,-33.4826348,Maipu
-70.7286401,-33.4827278,Maipu
-70.7281252,-33.4827421,Maipu
-70.7275329,-33.482692,Maipu
-70.7271295,-33.4823699,Maipu
-70.7269064,-33.4820119,Maipu
-70.726503,-33.4818974,Maipu
-70.7250009,-33.4821838,Maipu
-70.7244775,-33.4822142,Maipu
-70.7243402,-33.4813552,Maipu
-70.7241257,-33.4809902,Maipu
-70.7236965,-33.4804713,Maipu
-70.723499,-33.4800594,Maipu
-70.7229669,-33.4770741,Maipu
-70.7224327,-33.4742329,Maipu
-70.7224003,-33.4740189,Maipu
-70.7223825,-33.4739014,Maipu
-70.7222749,-33.4735969,Maipu
-70.7220999,-33.4733028,Maipu
-70.7218857,-33.4731685,Maipu
-70.7230827,-33.4727006,Maipu
-70.7275298,-33.4713403,Maipu
-70.7336785,-33.4694349,Maipu
-70.7371031,-33.4716618,Maipu
-70.7372636,-33.4684182,Maipu
-70.7394788,-33.4680135,Maipu
-70.7522161,-33.4657724,Maipu
-70.7582242,-33.4646697,Maipu
-70.7632281,-33.4637676,Maipu
-70.7647988,-33.4589772,Maipu
-70.7757476,-33.458209,Maipu
-70.7758432,-33.4590224,Maipu
-70.776397,-33.4606682,Maipu
-70.7770683,-33.4627065,Maipu
-70.7799738,-33.4624995,Maipu
-70.7817906,-33.4625929,Maipu
-70.7831603,-33.4623257,Maipu
-70.783381,-33.4622482,Maipu
-70.7874424,-33.4615671,Maipu
-70.7930509,-33.4606119,Maipu
-70.7943088,-33.4605405,Maipu
-70.7955773,-33.4604552,Maipu
-70.7959775,-33.4605069,Maipu
-70.7966948,-33.4607108,Maipu
-70.7961329,-33.462822,Maipu
-70.7995318,-33.4628721,Maipu
-70.8003644,-33.4626573,Maipu
-70.8039264,-33.4624855,Maipu
-70.804982,-33.4621274,Maipu
-70.8051623,-33.4618195,Maipu
-70.8055914,-33.4613756,Maipu
-70.8060207,-33.4611608,Maipu
-70.8066215,-33.461125,Maipu
-70.8074111,-33.4612897,Maipu
-70.807909,-33.4616477,Maipu
-70.8089561,-33.4621274,Maipu
-70.8101616,-33.4628001,Maipu
-70.8114491,-33.4636594,Maipu
-70.8125649,-33.4643038,Maipu
-70.8146248,-33.4658791,Maipu
-70.8161698,-33.4661655,Maipu
-70.818097,-33.4662947,Maipu
-70.8216418,-33.4668675,Maipu
-70.82456,-33.4675119,Maipu
-70.826727,-33.4666667,Maipu
-70.8288727,-33.4653062,Maipu
-70.8300744,-33.4650914,Maipu
-70.8309327,-33.4659507,Maipu
-70.8332501,-33.4665235,Maipu
-70.8361683,-33.4668099,Maipu
-70.8390007,-33.4665235,Maipu
-70.8406315,-33.4668815,Maipu
-70.8420048,-33.4683851,Maipu
-70.8432923,-33.4703182,Maipu
-70.8438931,-33.4714638,Maipu
-70.8453522,-33.4733253,Maipu
-70.8466397,-33.4750435,Maipu
-70.8473263,-33.4766186,Maipu
-70.8475838,-33.4779788,Maipu
-70.848013,-33.4786947,Maipu
-70.8495579,-33.4789811,Maipu
-70.8541928,-33.4789095,Maipu
-70.8569394,-33.4794106,Maipu
-70.8589135,-33.4797686,Maipu
-70.8602868,-33.4795538,Maipu
-70.8628617,-33.4787663,Maipu
-70.8657799,-33.4776209,Maipu
-70.8718189,-33.4764048,Maipu
-70.8722726,-33.4763873,Maipu
-70.878651,-33.4761399,Maipu
-70.8814951,-33.47666,Maipu
-70.8816802,-33.4766939,Maipu
-70.8879242,-33.4778356,Maipu
-70.8902417,-33.4783368,Maipu
-70.8923874,-33.4784084,Maipu
-70.8944474,-33.4782652,Maipu
-70.8957348,-33.4789095,Maipu
-70.8969365,-33.4801981,Maipu
-70.8984814,-33.4808424,Maipu
-70.9011422,-33.4816299,Maipu
-70.9038029,-33.4824889,Maipu
-70.9058629,-33.483348,Maipu
-70.9077511,-33.4835627,Maipu
-70.910841,-33.4839207,Maipu
-70.9123002,-33.4844218,Maipu
-70.912901,-33.4856387,Maipu
-70.9135018,-33.4868557,Maipu
-70.9148751,-33.4872852,Maipu
-70.9165059,-33.4874999,Maipu
-70.9183083,-33.4874999,Maipu
-70.9196816,-33.4882157,Maipu
-70.9225998,-33.491079,Maipu
-70.9243165,-33.4923674,Maipu
-70.9248282,-33.4933429,Maipu
-70.9255181,-33.494658,Maipu
-70.9258716,-33.4958374,Maipu
-70.9262047,-33.4969484,Maipu
-70.9284363,-33.4999545,Maipu
-70.929123,-33.5015291,Maipu
-70.9299813,-33.5038194,Maipu
-70.9298096,-33.5059664,Maipu
-70.9284363,-33.5076841,Maipu
-70.9262047,-33.5082566,Maipu
-70.9236298,-33.5088291,Maipu
-70.9220849,-33.5100457,Maipu
-70.9208832,-33.5112623,Maipu
-70.9484535,-33.5606083,Padre Hurtado
-70.9482051,-33.561021,Padre Hurtado
-70.9483124,-33.5616826,Padre Hurtado
-70.9485163,-33.5621296,Padre Hurtado
-70.9486557,-33.5628717,Padre Hurtado
-70.9487308,-33.5637567,Padre Hurtado
-70.9487738,-33.5644719,Padre Hurtado
-70.9486879,-33.5650351,Padre Hurtado
-70.9485055,-33.5654821,Padre Hurtado
-70.9483124,-33.5663493,Padre Hurtado
-70.94813,-33.5669125,Padre Hurtado
-70.9479584,-33.5672701,Padre Hurtado
-70.9475507,-33.5676366,Padre Hurtado
-70.9467889,-33.5679763,Padre Hurtado
-70.9462203,-33.5684144,Padre Hurtado
-70.9454478,-33.5693977,Padre Hurtado
-70.9443857,-33.5707654,Padre Hurtado
-70.9438599,-33.5714627,Padre Hurtado
-70.9433235,-33.5721868,Padre Hurtado
-70.9421219,-33.5731432,Padre Hurtado
-70.9413923,-33.5735544,Padre Hurtado
-70.940534,-33.5739925,Padre Hurtado
-70.9389783,-33.5749132,Padre Hurtado
-70.9379162,-33.5757177,Padre Hurtado
-70.9370901,-33.5764596,Padre Hurtado
-70.9365643,-33.577121,Padre Hurtado
-70.9363498,-33.5775233,Padre Hurtado
-70.936339,-33.5791858,Padre Hurtado
-70.9365214,-33.5799277,Padre Hurtado
-70.9370042,-33.5807858,Padre Hurtado
-70.9373046,-33.5818852,Padre Hurtado
-70.9372939,-33.5822249,Padre Hurtado
-70.9365965,-33.5827343,Padre Hurtado
-70.9359099,-33.5834851,Padre Hurtado
-70.9356953,-33.5837979,Padre Hurtado
-70.9356417,-33.5844236,Padre Hurtado
-70.9353627,-33.5856302,Padre Hurtado
-70.9352018,-33.5869977,Padre Hurtado
-70.9352769,-33.5877842,Padre Hurtado
-70.9353627,-33.5881149,Padre Hurtado
-70.934601,-33.5882936,Padre Hurtado
-70.9339036,-33.588383,Padre Hurtado
-70.9331204,-33.5883562,Padre Hurtado
-70.9316613,-33.5885975,Padre Hurtado
-70.9306098,-33.5887494,Padre Hurtado
-70.9299876,-33.5888031,Padre Hurtado
-70.92914,-33.5886869,Padre Hurtado
-70.9278096,-33.5881149,Padre Hurtado
-70.9266724,-33.5875607,Padre Hurtado
-70.925857,-33.5872122,Padre Hurtado
-70.9251381,-33.5871049,Padre Hurtado
-70.9243013,-33.5871228,Padre Hurtado
-70.9235395,-33.5870066,Padre Hurtado
-70.9230245,-33.5867832,Padre Hurtado
-70.9223551,-33.5863841,Padre Hurtado
