longitude,latitude,comuna
-70.4766121,-33.3658393,Las Condes
-70.4765693,-33.3696461,Las Condes
-70.4777709,-33.3702196,Las Condes
-70.4798308,-33.3717249,Las Condes
-70.4809466,-33.3731226,Las Condes
-70.4816333,-33.3749503,Las Condes
-70.4825345,-33.376348,Las Condes
-70.4830066,-33.3772798,Las Condes
-70.4827491,-33.3784624,Las Condes
-70.4821054,-33.3805051,Las Condes
-70.4810325,-33.3819027,Las Condes
-70.4800454,-33.3830135,Las Condes
-70.4791442,-33.3840169,Las Condes
-70.4789725,-33.3850561,Las Condes
-70.4791871,-33.3859519,Las Condes
-70.4791442,-33.3868478,Las Condes
-70.4789725,-33.3879228,Las Condes
-70.4782859,-33.3892844,Las Condes
-70.4772988,-33.3903952,Las Condes
-70.4767409,-33.391076,Las Condes
-70.4765264,-33.3920076,Las Condes
-70.4765264,-33.3933334,Las Condes
-70.4761401,-33.3938351,Las Condes
-70.4753677,-33.3941217,Las Condes
-70.4735072,-33.3943024,Las Condes
-70.4708036,-33.3940158,Las Condes
-70.4699452,-33.3938366,Las Condes
-70.4684861,-33.3943383,Las Condes
-70.4676429,-33.3948025,Las Condes
-70.4657975,-33.395125,Las Condes
-70.4641238,-33.3949816,Las Condes
-70.4625789,-33.3949816,Las Condes
-70.4621926,-33.3950533,Las Condes
-70.4607335,-33.3957699,Las Condes
-70.4598752,-33.3960207,Las Condes
-70.4575578,-33.3964148,Las Condes
-70.4554978,-33.3969164,Las Condes
-70.4544958,-33.3970971,Las Condes
-70.4538949,-33.396703,Las Condes
-70.4539808,-33.3975629,Las Condes
-70.4532663,-33.3991736,Las Condes
-70.4526654,-33.4007142,Las Condes
-70.4520646,-33.4018965,Las Condes
-70.4521505,-33.4027922,Las Condes
-70.4525796,-33.4041894,Las Condes
-70.4528371,-33.406124,Las Condes
-70.4532233,-33.4078078,Las Condes
-70.4533092,-33.409993,Las Condes
-70.4532663,-33.4112469,Las Condes
-70.4529658,-33.4150082,Las Condes
-70.4523221,-33.4174441,Las Condes
-70.4509059,-33.4191276,Las Condes
-70.4481164,-33.4213842,Las Condes
-70.4456273,-33.4233184,Las Condes
-70.4443828,-33.4242497,Las Condes
-70.4433957,-33.4246437,Las Condes
-70.4414216,-33.4249302,Las Condes
-70.4390184,-33.4250735,Las Condes
-70.4370443,-33.4255749,Las Condes
-70.4349414,-33.426542,Las Condes
-70.4336539,-33.4280821,Las Condes
-70.4333106,-33.4311623,Las Condes
-70.4325381,-33.4335976,Las Condes
-70.4314223,-33.4362478,Las Condes
-70.430564,-33.4379668,Las Condes
-70.4303924,-33.4392561,Las Condes
-70.4308215,-33.4407601,Las Condes
-70.4314223,-33.442479,Las Condes
-70.4316798,-33.4443411,Las Condes
-70.4311648,-33.4458451,Las Condes
-70.4299632,-33.4469194,Las Condes
-70.4284183,-33.4484949,Las Condes
-70.4282466,-33.4503569,Las Condes
-70.4281608,-33.4522905,Las Condes
-70.4282466,-33.4545821,Las Condes
-70.4279033,-33.4563007,Las Condes
-70.4278175,-33.4581625,Las Condes
-70.4282467,-33.4600959,Las Condes
-70.4289332,-33.4621008,Las Condes
-70.430049,-33.4635329,Las Condes
-70.4312507,-33.4639625,Las Condes
-70.4324523,-33.4636761,Las Condes
-70.4334823,-33.4638193,Las Condes
-70.4339114,-33.464607,Las Condes
-70.4341689,-33.4664686,Las Condes
-70.4345981,-33.4680438,Las Condes
-70.4345122,-33.4691178,Las Condes
-70.4341689,-33.4703349,Las Condes
-70.4330532,-33.4719817,Las Condes
-70.4329674,-33.4749887,Las Condes
-70.4333107,-33.4772796,Las Condes
-70.4333107,-33.4793557,Las Condes
-70.4337853,-33.4801475,Las Condes
-70.4344265,-33.4812171,Las Condes
-70.4359714,-33.4822193,Las Condes
-70.4372588,-33.4837942,Las Condes
-70.438203,-33.4852259,Las Condes
-70.4388896,-33.4856554,Las Condes
-70.4404346,-33.4856554,Las Condes
-70.4442969,-33.4852259,Las Condes
-70.4472152,-33.4841522,Las Condes
-70.449361,-33.4830068,Las Condes
-70.4507342,-33.4825773,Las Condes
-70.4521075,-33.4817897,Las Condes
-70.4540816,-33.4805012,Las Condes
-70.4558951,-33.4794267,Las Condes
-70.4561416,-33.4792842,Las Condes
-70.4565751,-33.4789755,Las Condes
-70.4582873,-33.4778524,Las Condes
-70.460004,-33.4764205,Las Condes
-70.4615489,-33.475633,Las Condes
-70.4646388,-33.4754182,Las Condes
-70.4672996,-33.4752034,Las Condes
-70.4694453,-33.475275,Las Condes
-70.4710761,-33.4752034,Las Condes
-70.4724494,-33.4747023,Las Condes
-70.4742519,-33.4731988,Las Condes
-70.4764835,-33.4707645,Las Condes
-70.4779426,-33.4687598,Las Condes
-70.4800025,-33.4670414,Las Condes
-70.4822341,-33.465323,Las Condes
-70.4841225,-33.4636761,Las Condes
-70.4859716,-33.4628224,Las Condes
-70.4870874,-33.4594569,Las Condes
-70.4887182,-33.456521,Las Condes
-70.4906247,-33.4546496,Las Condes
-70.4916364,-33.4536566,Las Condes
-70.4939538,-33.4516515,Las Condes
-70.4955846,-33.4507921,Las Condes
-70.4949837,-33.4485004,Las Condes
-70.4949837,-33.4478201,Las Condes
-70.4952412,-33.4468891,Las Condes
-70.4961853,-33.445779,Las Condes
-70.4981165,-33.444275,Las Condes
-70.4995327,-33.4429859,Las Condes
-70.5005627,-33.4416036,Las Condes
-70.5015068,-33.4405651,Las Condes
-70.5037814,-33.4385739,Las Condes
-70.5061417,-33.4368979,Las Condes
-70.5083304,-33.4358952,Las Condes
-70.5095063,-33.4356946,Las Condes
-70.5113345,-33.4354439,Las Condes
-70.5131798,-33.4353365,Las Condes
-70.5148964,-33.4350858,Las Condes
-70.5160981,-33.4346775,Las Condes
-70.5173855,-33.4341188,Las Condes
-70.5180842,-33.4337572,Las Condes
-70.519351,-33.4331017,Las Condes
-70.5199347,-33.4328439,Las Condes
-70.5205698,-33.4326505,Las Condes
-70.5215912,-33.4322708,Las Condes
-70.5222865,-33.4319342,Las Condes
-70.5229302,-33.431533,Las Condes
-70.5236683,-33.4316118,Las Condes
-70.5284062,-33.4322064,Las Condes
-70.5324145,-33.4326863,Las Condes
-70.5378476,-33.4333739,Las Condes
-70.5379935,-33.4333453,Las Condes
-70.5381737,-33.4330301,Las Condes
-70.5385428,-33.4322493,Las Condes
-70.5388003,-33.4316333,Las Condes
-70.5389805,-33.4310388,Las Condes
-70.5390835,-33.4304729,Las Condes
-70.5391522,-33.4299214,Las Condes
-70.5391522,-33.4295202,Las Condes
-70.539135,-33.4291406,Las Condes
-70.5390749,-33.4288397,Las Condes
-70.5428772,-33.4292409,Las Condes
-70.5436924,-33.4293347,Las Condes
-70.5477953,-33.4298068,Las Condes
-70.5524731,-33.4303225,Las Condes
-70.5543442,-33.4305087,Las Condes
-70.5549365,-33.4305159,Las Condes
-70.5597001,-33.4307451,Las Condes
-70.5641718,-33.4309457,Las Condes
-70.5668326,-33.4310388,Las Condes
-70.5716048,-33.4311534,Las Condes
-70.5749437,-33.4312487,Las Condes
-70.5785321,-33.4313387,Las Condes
-70.5799219,-33.4314324,Las Condes
-70.5840099,-33.4316783,Las Condes
-70.5844036,-33.4317156,Las Condes
-70.5849457,-33.4311117,Las Condes
-70.5855043,-33.4305457,Las Condes
-70.5901718,-33.4266307,Las Condes
-70.5918112,-33.4253656,Las Condes
-70.5957972,-33.4222553,Las Condes
-70.5972527,-33.4211555,Las Condes
-70.5988646,-33.4200078,Las Condes
-70.5994002,-33.4196179,Las Condes
-70.5999785,-33.4191997,Las Condes
-70.601285,-33.4182305,Las Condes
-70.6018429,-33.4178652,Las Condes
-70.6020233,-33.4177759,Las Condes
-70.602418,-33.4176001,Las Condes
-70.6033191,-33.4173493,Las Condes
-70.6038846,-33.4173092,Las Condes
-70.6041713,-33.4172816,Las Condes
-70.604426,-33.4172397,Las Condes
-70.6047618,-33.4171792,Las Condes
-70.6052125,-33.4169792,Las Condes
-70.6063604,-33.4163573,Las Condes
-70.6066475,-33.4163178,Las Condes
-70.6068367,-33.4163194,Las Condes
-70.607729,-33.4160556,Las Condes
-70.6075157,-33.415578,Las Condes
-70.6069498,-33.4142186,Las Condes
-70.6065979,-33.4128645,Las Condes
-70.606246,-33.411797,Las Condes
-70.6053754,-33.4092326,Las Condes
-70.5902602,-33.5104174,Penalolen
-70.589406,-33.5059432,Penalolen
-70.5892602,-33.5054209,Penalolen
-70.5880535,-33.5025488,Penalolen
-70.587281,-33.5006593,Penalolen
-70.5867017,-33.4995638,Penalolen
-70.5847919,-33.4965151,Penalolen
-70.5830777,-33.4937543,Penalolen
-70.5808465,-33.4901312,Penalolen
-70.5804946,-33.4892937,Penalolen
-70.5802597,-33.4880208,Penalolen
-70.5801083,-33.4871462,Penalolen
-70.5794361,-33.4839813,Penalolen
-70.5786121,-33.4799151,Penalolen
-70.577952,-33.4767237,Penalolen
-70.5777281,-33.4756411,Penalolen
-70.5766509,-33.4703338,Penalolen
-70.5762083,-33.4702315,Penalolen
-70.5759937,-33.4701241,Penalolen
-70.5758049,-33.4699523,Penalolen
-70.5756847,-33.4697876,Penalolen
-70.5756675,-33.4694798,Penalolen
-70.5757027,-33.4693408,Penalolen
-70.5757791,-33.4692005,Penalolen
-70.575865,-33.4690788,Penalolen
-70.5760587,-33.4688875,Penalolen
-70.5762475,-33.4688303,Penalolen
-70.5759699,-33.4680339,Penalolen
-70.5749914,-33.4655136,Penalolen
-70.5739872,-33.4628142,Penalolen
-70.573661,-33.462005,Penalolen
-70.5729944,-33.4606675,Penalolen
-70.572531,-33.4597081,Penalolen
-70.5722657,-33.4589915,Penalolen
-70.5697339,-33.4598598,Penalolen
-70.5624131,-33.462488,Penalolen
-70.5621517,-33.4625455,Penalolen
-70.5619084,-33.4625555,Penalolen
-70.5614573,-33.462564,Penalolen
-70.5613714,-33.4625632,Penalolen
-70.5525161,-33.4625001,Penalolen
-70.5511708,-33.4626469,Penalolen
-70.5476205,-33.4632005,Penalolen
-70.5458288,-33.4634444,Penalolen
-70.54426,-33.4636276,Penalolen
-70.5439966,-33.4635889,Penalolen
-70.5432893,-33.4632735,Penalolen
-70.542573,-33.4629793,Penalolen
-70.5421603,-33.4628464,Penalolen
-70.5419058,-33.462826,Penalolen
-70.5408758,-33.4628815,Penalolen
-70.5401124,-33.4629653,Penalolen
-70.5390972,-33.4632418,Penalolen
-70.537018,-33.4638301,Penalolen
-70.5321947,-33.4652307,Penalolen
-70.5312175,-33.4654849,Penalolen
-70.5311593,-33.4654427,Penalolen
-70.5307045,-33.4645889,Penalolen
-70.5306218,-33.4643752,Penalolen
-70.5305586,-33.464169,Penalolen
-70.5305119,-33.4639444,Penalolen
-70.5304847,-33.46371,Penalolen
-70.5304606,-33.4633715,Penalolen
-70.5304084,-33.4628346,Penalolen
-70.5303534,-33.4622685,Penalolen
-70.5303245,-33.4620777,Penalolen
-70.5302743,-33.4618615,Penalolen
-70.530173,-33.461477,Penalolen
-70.5295983,-33.4597178,Penalolen
-70.5295469,-33.4596033,Penalolen
-70.5294979,-33.4595099,Penalolen
-70.5293061,-33.4592285,Penalolen
-70.5292432,-33.4591386,Penalolen
-70.5292077,-33.459141,Penalolen
-70.5277607,-33.4592371,Penalolen
-70.5271951,-33.4592747,Penalolen
-70.5208618,-33.4596861,Penalolen
-70.5157548,-33.4599582,Penalolen
-70.5121849,-33.4603015,Penalolen
-70.4859716,-33.4628224,Penalolen
-70.4841225,-33.4636761,Penalolen
-70.4822341,-33.465323,Penalolen
-70.4800025,-33.4670414,Penalolen
-70.4779426,-33.4687598,Penalolen
-70.4764835,-33.4707645,Penalolen
-70.4742519,-33.4731988,Penalolen
-70.4724494,-33.4747023,Penalolen
-70.4710761,-33.4752034,Penalolen
-70.4694453,-33.475275,Penalolen
-70.4672996,-33.4752034,Penalolen
-70.4646388,-33.4754182,Penalolen
-70.4615489,-33.475633,Penalolen
-70.460004,-33.4764205,Penalolen
-70.4582873,-33.4778524,Penalolen
-70.4565751,-33.4789755,Penalolen
-70.4561416,-33.4792842,Penalolen
-70.4558951,-33.4794267,Penalolen
-70.4540816,-33.4805012,Penalolen
-70.4521075,-33.4817897,Penalolen
-70.4507342,-33.4825773,Penalolen
-70.449361,-33.4830068,Penalolen
-70.4472152,-33.4841522,Penalolen
-70.4442969,-33.4852259,Penalolen
-70.4404346,-33.4856554,Penalolen
-70.4388896,-33.4856554,Penalolen
-70.4384467,-33.486794,Penalolen
-70.4381034,-33.4887983,Penalolen
-70.4373114,-33.4904554,Penalolen
-70.4373055,-33.4915576,Penalolen
-70.4389314,-33.4920221,Penalolen
-70.4427939,-33.4921652,Penalolen
-70.4453688,-33.4931674,Penalolen
-70.4459634,-33.4934045,Penalolen
-70.4473428,-33.4939547,Penalolen
-70.4481468,-33.4946192,Penalolen
-70.4488893,-33.4949136,Penalolen
-70.449577,-33.4950921,Penalolen
-70.4501226,-33.4953878,Penalolen
-70.4504015,-33.4957502,Penalolen
-70.4510302,-33.4958495,Penalolen
-70.4513118,-33.495692,Penalolen
-70.451823,-33.4955958,Penalolen
-70.4540664,-33.4957028,Penalolen
-70.4551587,-33.495497,Penalolen
-70.4557551,-33.4950742,Penalolen
-70.4564616,-33.4952215,Penalolen
-70.4579288,-33.4946077,Penalolen
-70.4583296,-33.4943262,Penalolen
-70.4588344,-33.4941683,Penalolen
-70.4591852,-33.4942842,Penalolen
-70.4601775,-33.4941173,Penalolen
-70.4603793,-33.4937925,Penalolen
-70.4614392,-33.4932664,Penalolen
-70.4628411,-33.4923154,Penalolen
-70.4637265,-33.492433,Penalolen
-70.4642234,-33.4925699,Penalolen
-70.4655811,-33.4921399,Penalolen
-70.466391,-33.4923038,Penalolen
-70.4667672,-33.4922138,Penalolen
-70.4672044,-33.49245,Penalolen
-70.4675466,-33.492904,Penalolen
-70.4678835,-33.4934279,Penalolen
-70.4681158,-33.4935125,Penalolen
-70.4682402,-33.4939397,Penalolen
-70.4690343,-33.4947722,Penalolen
-70.4694039,-33.4948483,Penalolen
-70.4696012,-33.4951672,Penalolen
-70.4698577,-33.4951207,Penalolen
-70.4701253,-33.495229,Penalolen
-70.4705074,-33.4948842,Penalolen
-70.4711692,-33.4944703,Penalolen
-70.4714723,-33.4945423,Penalolen
-70.4717915,-33.4946914,Penalolen
-70.4719718,-33.4950407,Penalolen
-70.4723231,-33.4953356,Penalolen
-70.4727893,-33.4952317,Penalolen
-70.4729411,-33.494941,Penalolen
-70.4730977,-33.4948375,Penalolen
-70.4735618,-33.4950407,Penalolen
-70.4743563,-33.4950134,Penalolen
-70.4755381,-33.495038,Penalolen
-70.4765208,-33.4951413,Penalolen
-70.4770605,-33.4954613,Penalolen
-70.4769789,-33.4956411,Penalolen
-70.4767133,-33.4957336,Penalolen
-70.4769059,-33.4962865,Penalolen
-70.4778903,-33.4967706,Penalolen
-70.4784671,-33.4967433,Penalolen
-70.4790238,-33.4968564,Penalolen
-70.4800023,-33.4969799,Penalolen
-70.4802084,-33.4973083,Penalolen
-70.4806186,-33.497476,Penalolen
-70.4809004,-33.4977565,Penalolen
-70.4808941,-33.4979111,Penalolen
-70.4817876,-33.4986422,Penalolen
-70.4820231,-33.4986787,Penalolen
-70.4823214,-33.4989223,Penalolen
-70.4828121,-33.4991482,Penalolen
-70.4830519,-33.4995996,Penalolen
-70.4837049,-33.4999838,Penalolen
-70.4839108,-33.5000317,Penalolen
-70.4841072,-33.5001144,Penalolen
-70.4841013,-33.5002468,Penalolen
-70.4841673,-33.5003503,Penalolen
-70.4843373,-33.500356,Penalolen
-70.4843784,-33.500434,Penalolen
-70.4842947,-33.5005931,Penalolen
-70.4842939,-33.5007932,Penalolen
-70.4844269,-33.5009473,Penalolen
-70.4845779,-33.5010118,Penalolen
-70.4847316,-33.5010087,Penalolen
-70.4850242,-33.5013304,Penalolen
-70.4854895,-33.501529,Penalolen
-70.4859756,-33.5013742,Penalolen
-70.486107,-33.5014534,Penalolen
-70.4864326,-33.5013459,Penalolen
-70.4866901,-33.501461,Penalolen
-70.486903,-33.5013957,Penalolen
-70.4870887,-33.5012659,Penalolen
-70.4875586,-33.5012976,Penalolen
-70.4877217,-33.5014941,Penalolen
-70.4880618,-33.5015594,Penalolen
-70.4884582,-33.5014704,Penalolen
-70.4885038,-33.5012533,Penalolen
-70.4886669,-33.5010615,Penalolen
-70.4886804,-33.5007546,Penalolen
-70.488948,-33.5005403,Penalolen
-70.4892291,-33.5005856,Penalolen
-70.4896766,-33.5008168,Penalolen
-70.4899554,-33.5008441,Penalolen
-70.4900938,-33.5006213,Penalolen
-70.4902827,-33.5005721,Penalolen
-70.4904355,-33.5007448,Penalolen
-70.4908567,-33.5008221,Penalolen
-70.4912697,-33.5008136,Penalolen
-70.4916351,-33.5006008,Penalolen
-70.4917435,-33.5002769,Penalolen
-70.4920749,-33.4995705,Penalolen
-70.4924178,-33.4993222,Penalolen
-70.492605,-33.4992869,Penalolen
-70.4932444,-33.4994063,Penalolen
-70.4934413,-33.4993316,Penalolen
-70.4937942,-33.4994653,Penalolen
-70.4941355,-33.4994917,Penalolen
-70.4950914,-33.4992139,Penalolen
-70.4957527,-33.4989223,Penalolen
-70.4963686,-33.4987102,Penalolen
-70.496514,-33.498508,Penalolen
-70.4968713,-33.4982316,Penalolen
-70.4971352,-33.4982012,Penalolen
-70.4973171,-33.4979994,Penalolen
-70.4975429,-33.4979757,Penalolen
-70.4977881,-33.4978813,Penalolen
-70.498185,-33.4977833,Penalolen
-70.4985032,-33.4975825,Penalolen
-70.4987336,-33.4976706,Penalolen
-70.4993674,-33.497854,Penalolen
-70.4995369,-33.4979779,Penalolen
-70.5000672,-33.4981683,Penalolen
-70.500112,-33.4984096,Penalolen
-70.4998925,-33.4986731,Penalolen
-70.5001329,-33.4990547,Penalolen
-70.5003769,-33.49909,Penalolen
-70.5005406,-33.4992511,Penalolen
-70.5010162,-33.4994687,Penalolen
-70.5016714,-33.4993991,Penalolen
-70.502129,-33.4992628,Penalolen
-70.5026724,-33.499545,Penalolen
-70.5030965,-33.4996428,Penalolen
-70.5037823,-33.4994381,Penalolen
-70.5042527,-33.4995204,Penalolen
-70.504507,-33.4996506,Penalolen
-70.505546,-33.4998005,Penalolen
-70.5058861,-33.5001449,Penalolen
-70.5068682,-33.500443,Penalolen
-70.5101534,-33.5010057,Penalolen
-70.5120143,-33.5011068,Penalolen
-70.515477,-33.5018764,Penalolen
-70.5167202,-33.502443,Penalolen
-70.5180817,-33.5039028,Penalolen
-70.5187053,-33.5044214,Penalolen
-70.5228169,-33.5070348,Penalolen
-70.5242747,-33.5076773,Penalolen
-70.5273648,-33.5080573,Penalolen
-70.5328671,-33.5099015,Penalolen
-70.5366048,-33.5110514,Penalolen
-70.5387951,-33.5119341,Penalolen
-70.5403943,-33.512147,Penalolen
-70.5418816,-33.5125238,Penalolen
-70.5420147,-33.5122496,Penalolen
-70.5424063,-33.5123647,Penalolen
-70.5427188,-33.5123972,Penalolen
-70.5432844,-33.5123829,Penalolen
-70.5472862,-33.5123136,Penalolen
-70.549782,-33.5122007,Penalolen
-70.5548943,-33.5119983,Penalolen
-70.5560701,-33.5119359,Penalolen
-70.5593026,-33.5117132,Penalolen
-70.5600442,-33.5116304,Penalolen
-70.5606031,-33.5115144,Penalolen
-70.5644239,-33.5113181,Penalolen
-70.5647055,-33.5113477,Penalolen
-70.5653734,-33.5115166,Penalolen
-70.5655356,-33.5115591,Penalolen
-70.56572,-33.5115781,Penalolen
-70.5658776,-33.5115943,Penalolen
-70.5672107,-33.5115004,Penalolen
-70.5674608,-33.5114903,Penalolen
-70.5681924,-33.5115395,Penalolen
-70.5686014,-33.5115647,Penalolen
-70.56893,-33.5115445,Penalolen
-70.5710878,-33.5113444,Penalolen
-70.5747007,-33.5110123,Penalolen
-70.5761216,-33.5108826,Penalolen
-70.5791183,-33.5106103,Penalolen
-70.5871019,-33.5100456,Penalolen
-70.5876028,-33.5100244,Penalolen
-70.5881051,-33.5101306,Penalolen
-70.5885337,-33.5103536,Penalolen
-70.5888534,-33.5104929,Penalolen
-70.5892283,-33.5105935,Penalolen
-70.5895387,-33.5106165,Penalolen
-70.5898579,-33.5105891,Penalolen
-70.5902602,-33.5104174,Penalolen
-70.6137346,-33.5082286,La Florida
-70.6121741,-33.5083464,La Florida
-70.6106453,-33.5084235,La Florida
-70.6091177,-33.5084638,La Florida
-70.6043206,-33.5088205,La Florida
-70.6019871,-33.5089905,La Florida
-70.5973053,-33.5093237,La Florida
-70.5921465,-33.5096934,La Florida
-70.5915993,-33.5097599,La Florida
-70.5913304,-33.5098583,La Florida
-70.5902602,-33.5104174,La Florida
-70.5898579,-33.5105891,La Florida
-70.5895387,-33.5106165,La Florida
-70.5892283,-33.5105935,La Florida
-70.5888534,-33.5104929,La Florida
-70.5885337,-33.5103536,La Florida
-70.5881051,-33.5101306,La Florida
-70.5876028,-33.5100244,La Florida
-70.5871019,-33.5100456,La Florida
-70.5791183,-33.5106103,La Florida
-70.5761216,-33.5108826,La Florida
-70.5747007,-33.5110123,La Florida
-70.5710878,-33.5113444,La Florida
-70.56893,-33.5115445,La Florida
-70.5686014,-33.5115647,La Florida
-70.5681924,-33.5115395,La Florida
-70.5674608,-33.5114903,La Florida
-70.5672107,-33.5115004,La Florida
-70.5658776,-33.5115943,La Florida
-70.56572,-33.5115781,La Florida
-70.5655356,-33.5115591,La Florida
-70.5653734,-33.5115166,La Florida
-70.5647055,-33.5113477,La Florida
-70.5644239,-33.5113181,La Florida
-70.5606031,-33.5115144,La Florida
-70.5600442,-33.5116304,La Florida
-70.5593026,-33.5117132,La Florida
-70.5560701,-33.5119359,La Florida
-70.5548943,-33.5119983,La Florida
-70.549782,-33.5122007,La Florida
-70.5472862,-33.5123136,La Florida
-70.5432844,-33.5123829,La Florida
-70.5427188,-33.5123972,La Florida
-70.5424063,-33.5123647,La Florida
-70.5420147,-33.5122496,La Florida
-70.5418816,-33.5125238,La Florida
-70.5403943,-33.512147,La Florida
-70.5387951,-33.5119341,La Florida
-70.5366048,-33.5110514,La Florida
-70.5328671,-33.5099015,La Florida
-70.5273648,-33.5080573,La Florida
-70.5242747,-33.5076773,La Florida
-70.5228169,-33.5070348,La Florida
-70.5187053,-33.5044214,La Florida
-70.5180817,-33.5039028,La Florida
-70.5167202,-33.502443,La Florida
-70.515477,-33.5018764,La Florida
-70.5120143,-33.5011068,La Florida
-70.5101534,-33.5010057,La Florida
-70.5068682,-33.500443,La Florida
-70.5058861,-33.5001449,La Florida
-70.505546,-33.4998005,La Florida
-70.504507,-33.4996506,La Florida
-70.5042527,-33.4995204,La Florida
-70.5037823,-33.4994381,La Florida
-70.5030965,-33.4996428,La Florida
-70.5026724,-33.499545,La Florida
-70.502129,-33.4992628,La Florida
-70.5016714,-33.4993991,La Florida
-70.5010162,-33.4994687,La Florida
-70.5005406,-33.4992511,La Florida
-70.5003769,-33.49909,La Florida
-70.5001329,-33.4990547,La Florida
-70.4998925,-33.4986731,La Florida
-70.500112,-33.4984096,La Florida
-70.5000672,-33.4981683,La Florida
-70.4995369,-33.4979779,La Florida
-70.4993674,-33.497854,La Florida
-70.4987336,-33.4976706,La Florida
-70.4985032,-33.4975825,La Florida
-70.498185,-33.4977833,La Florida
-70.4977881,-33.4978813,La Florida
-70.4975429,-33.4979757,La Florida
-70.4973171,-33.4979994,La Florida
-70.4971352,-33.4982012,La Florida
-70.4968713,-33.4982316,La Florida
-70.496514,-33.498508,La Florida
-70.4963686,-33.4987102,La Florida
-70.4957527,-33.4989223,La Florida
-70.4950914,-33.4992139,La Florida
-70.4941355,-33.4994917,La Florida
-70.4937942,-33.4994653,La Florida
-70.4934413,-33.4993316,La Florida
-70.4932444,-33.4994063,La Florida
-70.492605,-33.4992869,La Florida
-70.4924178,-33.4993222,La Florida
-70.4920749,-33.4995705,La Florida
-70.4917435,-33.5002769,La Florida
-70.4916351,-33.5006008,La Florida
-70.4912697,-33.5008136,La Florida
-70.4908567,-33.5008221,La Florida
-70.4904355,-33.5007448,La Florida
-70.4902827,-33.5005721,La Florida
-70.4900938,-33.5006213,La Florida
-70.4899554,-33.5008441,La Florida
-70.4896766,-33.5008168,La Florida
-70.4892291,-33.5005856,La Florida
-70.488948,-33.5005403,La Florida
-70.4886804,-33.5007546,La Florida
-70.4886669,-33.5010615,La Florida
-70.4885038,-33.5012533,La Florida
-70.4884582,-33.5014704,La Florida
-70.4880618,-33.5015594,La Florida
-70.4877217,-33.5014941,La Florida
-70.4875586,-33.5012976,La Florida
-70.4870887,-33.5012659,La Florida
-70.486903,-33.5013957,La Florida
-70.4866901,-33.501461,La Florida
-70.4864326,-33.5013459,La Florida
-70.486107,-33.5014534,La Florida
-70.4859756,-33.5013742,La Florida
-70.4854895,-33.501529,La Florida
-70.4850242,-33.5013304,La Florida
-70.4847316,-33.5010087,La Florida
-70.4845779,-33.5010118,La Florida
-70.4844269,-33.5009473,La Florida
-70.4842939,-33.5007932,La Florida
-70.4842947,-33.5005931,La Florida
-70.4843784,-33.500434,La Florida
-70.4843373,-33.500356,La Florida
-70.4841673,-33.5003503,La Florida
-70.4841013,-33.5002468,La Florida
-70.4841072,-33.5001144,La Florida
-70.4839108,-33.5000317,La Florida
-70.4837049,-33.4999838,La Florida
-70.4830519,-33.4995996,La Florida
-70.4828121,-33.4991482,La Florida
-70.4823214,-33.4989223,La Florida
-70.4820231,-33.4986787,La Florida
-70.4817876,-33.4986422,La Florida
-70.4808941,-33.4979111,La Florida
-70.4809004,-33.4977565,La Florida
-70.4806186,-33.497476,La Florida
-70.4802084,-33.4973083,La Florida
-70.4800023,-33.4969799,La Florida
-70.4790238,-33.4968564,La Florida
-70.4784671,-33.4967433,La Florida
-70.4778903,-33.4967706,La Florida
-70.4769059,-33.4962865,La Florida
-70.4767133,-33.4957336,La Florida
-70.4769789,-33.4956411,La Florida
-70.4770605,-33.4954613,La Florida
-70.4765208,-33.4951413,La Florida
-70.4755381,-33.495038,La Florida
-70.4743563,-33.4950134,La Florida
-70.4735618,-33.4950407,La Florida
-70.4730977,-33.4948375,La Florida
-70.4729411,-33.494941,La Florida
-70.4727893,-33.4952317,La Florida
-70.4723231,-33.4953356,La Florida
-70.4719718,-33.4950407,La Florida
-70.4717915,-33.4946914,La Florida
-70.4714723,-33.4945423,La Florida
-70.4711692,-33.4944703,La Florida
-70.4705074,-33.4948842,La Florida
-70.4701253,-33.495229,La Florida
-70.4698577,-33.4951207,La Florida
-70.4696012,-33.4951672,La Florida
-70.4694039,-33.4948483,La Florida
-70.4690343,-33.4947722,La Florida
-70.4682402,-33.4939397,La Florida
-70.4681158,-33.4935125,La Florida
-70.4678835,-33.4934279,La Florida
-70.4675466,-33.492904,La Florida
-70.4672044,-33.49245,La Florida
-70.4667672,-33.4922138,La Florida
-70.466391,-33.4923038,La Florida
-70.4655811,-33.4921399,La Florida
-70.4642234,-33.4925699,La Florida
-70.4637265,-33.492433,La Florida
-70.4628411,-33.4923154,La Florida
-70.4614392,-33.4932664,La Florida
-70.4603793,-33.4937925,La Florida
-70.4601775,-33.4941173,La Florida
-70.4591852,-33.4942842,La Florida
-70.4588344,-33.4941683,La Florida
-70.4583296,-33.4943262,La Florida
-70.4579288,-33.4946077,La Florida
-70.4564616,-33.4952215,La Florida
-70.4557551,-33.4950742,La Florida
-70.4551587,-33.495497,La Florida
-70.4540664,-33.4957028,La Florida
-70.451823,-33.4955958,La Florida
-70.4513118,-33.495692,La Florida
-70.4510302,-33.4958495,La Florida
-70.4504015,-33.4957502,La Florida
-70.4501226,-33.4953878,La Florida
-70.449577,-33.4950921,La Florida
-70.4488893,-33.4949136,La Florida
-70.4481468,-33.4946192,La Florida
-70.4473428,-33.4939547,La Florida
